"Stock","ISIN","Broker Average Target Rs","Total Debt to Total Equity Annual","ROCE Annual 3Yr Avg %","ROE Annual 3Yr Avg %","Dividend payout ratio 2Yr %","Revenue Annual 2Yr Growth %","Net Profit 5Yr Growth %","Interest Coverage Ratio Annual","Promoter holding pledge percentage % Qtr","3Yr Low Rs","5Yr Low Rs","My Notes"
"Finolex Industries L..","INE183A01016","584.50","0.14230","17.86667","13.98000","38.35213163065209745890281455","9.184938735095585559982405234","-","33.93530","0.02000","289.95000","260.40000","Notes"
"Pfizer Ltd.","INE182A01018","5482.33","0.02680","20.07333","14.21333","160.2495619845305756164266484","12.14086806222392932590743230","629.2109774804387898475063485","60.21560","0.00000","1859.10000","1610.10000","Notes"
"Max Financial Servic..","INE180A01020","677.00","0.00000","0.84667","13.74667","0","11.64748826630174843784796580","-25.22885560550651044699634297","1581.28570","90.32000","276.35000","276.35000","Notes"
"Procter & Gamble Hyg..","INE179A01014","11700.00","0.00000","60.08000","43.33333","43.19181579878336753360289526","22.85831827568404749612803304","25.11700468018720748829953198","98.83690","0.00000","8400.00000","5178.65000","Notes"
"Havells India Ltd.","INE176B01034","604.56","0.00000","23.17667","17.81333","34.99345004952602401127036104","15.60154447255729758443233615","90.79186342172175808209226299","46.86050","0.00000","447.05000","252.10000","Notes"
"Bata India Ltd.","INE176A01028","1324.88","0.00000","22.76667","17.06333","35.08644615719549414723847419","16.40140272140468825433153933","42.19399068906938242680718074","5.13820","0.00000","653.10000","399.20000","Notes"
"Castrol India Ltd.","INE172A01027","145.60","0.00000","93.04333","63.03000","95.90001290291082693709307881","7.459712047808460810748179511","74.34465610249494268374915711","964.78990","0.00000","89.55000","89.55000","Notes"
"Federal Bank Ltd.","INE171A01029","72.43","0.84548","6.45222","9.34333","9.271222324573573440332068694","39.70238705034986450074447074","53.42154137948512788510057533","1.37417","-","35.70000","35.70000","Notes"
"Coromandel Internati..","INE169A01031","835.17","0.37630","37.58000","23.32333","25.07929462924872058317358275","18.25532797073576119060076589","164.8796635058114935662908485","6.85570","0.01000","336.60000","145.50000","Notes"
"Jammu & Kashmir Bank..","INE168A01041","18.00","0.37750","5.92717","-3.58000","-0","25.73130463651150224427271166","-332.7298880074386377286667209","1.31251","0.00000","11.00000","11.00000","Notes"
"NOCIL Ltd.","INE163A01018","134.75","0.00000","18.45000","14.38000","34.49974677185869455718195028","-12.90279884747350309003349657","128.8489425346942492661842280","116.40900","9.51000","45.00000","37.50000","Notes"
"Punjab National Bank","INE160A01022","35.33","1.05742","6.06970","-17.67667","-0","11.62671488203326645048212763","-89.12617988759270010953426986","1.40971","0.00000","26.30000","26.30000","Notes"
"GlaxoSmithKline Phar..","INE159A01016","1279.50","0.00000","26.61000","14.32000","187.8923426980964626761255847","12.89804984735799077825312579","-80.43608993832844714510100420","103.16180","0.00000","962.65000","962.65000","Notes"
"Hero MotoCorp Ltd.","INE158A01026","3129.13","0.01450","34.16000","27.52000","57.49902812024079813328917928","-9.086931659346410143371110021","54.34381799523953485401382153","84.59940","0.00000","1475.00000","1475.00000","Notes"
"Tata Motors Ltd.","INE155A01022","168.43","1.58020","3.20000","-19.20667","-0","-10.64842323933826917146458978","-178.0619005451771559035964622","-0.06420","3.95000","63.50000","63.50000","Notes"
"ITC Ltd.","INE154A01025","228.70","0.00010","30.62333","22.06333","69.13395159666817833776761687","14.84324481899613081040971008","59.58581269206390166328234840","369.66230","-","134.60000","134.60000","Notes"
"Thermax Ltd.","INE152A01029","856.88","0.06980","14.61000","8.78000","36.54149377972422134644442130","27.28588360869365918184258950","43.42131911159116991831499359","25.93540","0.00000","570.00000","570.00000","Notes"
"Tata Communications ..","INE151A01013","977.50","-7.10770","7.87667","-21.93333","35.24610489074951464040265150","0.6242605548004121810660928229","-3049.491525423728813559322034","2.12620","3.90000","200.00000","200.00000","Notes"
"Lux Industries Ltd.","INE150G01020","1488.00","0.28730","39.74000","24.41667","16.02094257613552435744004563","12.09373409653593195029035157","-","12.82810","0.00000","814.20000","536.20000","Notes"
"Alkyl Amines Chemica..","INE150B01021","4010.00","0.08940","29.77000","28.22667","15.31313752898353088465690888","61.44678810425128424968574937","373.9652982191174625120813363","23.12500","0.00000","535.00000","279.00000","Notes"
"Orient Electric Ltd.","INE142Z01019","220.00","0.26350","36.66667","22.93000","34.01301353717938779739634336","28.69462642888561483359265454","-","5.37480","12.79000","103.25000","103.25000","Notes"
"Piramal Enterprises ..","INE140A01024","1600.00","0.97280","11.42667","8.52667","65.39486117838737206546399289","24.50599418211735668321922840","-117.4108586487460925739390943","1.17240","0.00000","606.85000","606.85000","Notes"
"National Aluminium C..","INE139A01034","39.00","0.00120","11.45000","10.22000","169.5676376070614980891481390","-10.85400291565994841524706650","-89.54308192752855737952946516","40.41460","0.00000","24.40000","24.40000","Notes"
"Cyient Ltd.","INE136B01020","393.43","0.14590","20.72333","16.44000","33.96371882342885251877769104","12.78715136012592847656057848","2.343581692549104453472919897","10.68720","0.00000","184.00000","184.00000","Notes"
"Relaxo Footwears Ltd.","INE131B01039","739.60","0.01500","25.24667","18.26667","12.83999101797837626070795530","24.36481950748132880324439350","119.5538278057523588086936523","18.29160","0.00000","276.50000","175.00000","Notes"
"GAIL (India) Ltd.","INE129A01019","130.00","0.12860","14.54000","14.95000","41.78349044139910642361431810","33.89277744138529177944955502","136.6329799703070872294428672","27.48520","0.00000","65.00000","65.00000","Notes"
"HDFC Asset Managemen..","INE127D01025","2666.00","0.00000","43.67333","31.06000","45.70442561226791160834401088","14.63602475170742925600474925","203.8291215403128760529482551","185.08120","0.00000","1250.00000","1250.00000","Notes"
"EID Parry (India) Ltd.","INE126A01031","272.00","1.06990","26.18333","8.93333","2.756093447001976670220189818","10.30233793767986733718508341","222.4932151257463361679030215","3.94680","0.03000","102.15000","102.15000","Notes"
"SBI Life Insurance C..","INE123W01016","1001.27","0.00000","0.94000","17.13000","7.055624426289538837331873289","50.52177531378293676697614414","74.52947536223702763763902576","0.00000","0.00000","485.00000","485.00000","Notes"
"Bharti Infratel Ltd.","INE121J01017","231.17","0.17850","15.23000","18.73333","106.1066188577073652628882953","7.170254519505233111322549952","-3.724151776751656293916884160","8.18500","0.00000","120.05000","120.05000","Notes"
"JSW Energy Ltd.","INE121E01018","65.00","0.71100","9.89667","5.33667","18.52805703677078199517529395","0.5368816934030852785653713070","-23.52368780317773840299764720","1.97490","44.47000","34.75000","34.75000","Notes"
"Cholamandalam Invest..","INE121A01024","254.17","6.70800","20.66000","16.69000","9.693585754306375471350607303","56.72227338792073793728684290","137.3461113955583895210523258","1.34580","0.00000","117.40000","117.40000","Notes"
"Balrampur Chini Mill..","INE119A01028","210.00","0.57910","22.86000","20.99667","9.286454814153894386263773205","9.428236578988910352748507660","982.7991875208167590226089418","9.73070","0.00000","58.70000","58.70000","Notes"
"BSE Ltd.","INE118H01025","680.00","0.00000","6.49333","12.11333","88.69412246695719338583396347","-9.860928289360727980312482115","-46.95720898724172970531782771","34.98730","-","275.00000","275.00000","Notes"
"Bajaj Holdings & Inv..","INE118A01012","4654.00","0.00000","1.16333","10.87000","357.7425605584139323210287985","2.657807308970099667774086379","-94.59198221491916970736775971","21.40350","0.00000","1460.15000","1310.00000","Notes"
"ABB India Ltd.","INE117A01022","921.20","0.00200","12.25000","10.99667","26.07665340922363826901001615","20.05862470144827966153876068","32.77318279287558531355301737","25.04960","0.00000","722.00000","722.00000","Notes"
"LIC Housing Finance ..","INE115A01026","328.33","10.47330","10.27000","14.02667","14.79239022552990182119925890","32.47040286520162081788384856","71.99472551225757406193086666","1.22200","0.00000","185.25000","185.25000","Notes"
"Steel Authority of I..","INE114A01011","59.50","1.23340","6.91000","3.42000","9.995781780088802525334308922","7.925352922395623922707653840","-0.6446987709462630680440870808","2.11240","0.00000","20.15000","20.15000","Notes"
"Metropolis Healthcar..","INE112L01020","2214.00","0.00000","38.47333","25.89000","15.76328588847002335330804377","32.75502451826783617653152842","88.48808630255934772690479344","24.22180","5.44000","907.00000","907.00000","Notes"
"Container Corporatio..","INE111A01025","461.43","0.00630","14.17000","9.13333","61.69983815853151338277106923","-1.542051672283219190491720115","-65.25325806940445522048795272","30.46310","0.00000","263.40000","263.40000","Notes"
"Mangalore Refinery A..","INE103A01014","35.50","2.33690","5.25000","-8.72333","-4.013585183127851150574464447","1.993739210056478229332371950","-118.0556110250584228791010702","-3.35040","0.00000","20.75000","20.75000","Notes"
"Godrej Consumer Prod..","INE102D01028","742.50","0.33720","20.12000","25.75667","38.61228549151646717445499449","0.7263722989663163437787036646","53.18763249797732556353246008","9.46620","0.66000","425.10000","372.94000","Notes"
"Granules India Ltd.","INE101D01020","369.22","0.43020","14.88667","14.60000","7.196144593572547571912871960","55.42648771870843691848548923","240.9029808223276770530141528","15.72390","8.64000","71.55000","71.55000","Notes"
"Mahindra & Mahindra ..","INE101A01026","628.45","1.56400","10.47000","11.34000","1484.938481120067882901994060","3.792613382068133096388912675","-152.5934554206458182266997856","1.42630","1.34000","245.40000","245.40000","Notes"
"Atul Ltd.","INE100A01010","6824.00","0.03070","21.68667","16.47000","10.65067531671913189327682511","25.57199971098961971050793574","194.3857477565094381327085452","90.40850","5.27000","2401.05000","1300.00000","Notes"
"Mishra Dhatu Nigam L..","INE099Z01011","260.00","0.13940","16.27000","16.31000","30.83618649206244100550636913","8.455892463500031119235885255","61.08205681554612103304660004","35.15920","0.00000","86.05000","86.05000","Notes"
"NBCC (India) Ltd.","INE095N01031","32.50","0.00000","30.00667","22.68000","30.45366591859969358926906517","-3.677568051893552384311301846","-64.42039005766919843838940221","45.31120","0.00000","14.05000","14.05000","Notes"
"IndusInd Bank Ltd.","INE095A01012","883.63","1.76463","8.31599","13.60333","8.132949212334712717666186244","62.20662460080980980672013956","-","1.64750","0.00000","235.55000","235.55000","Notes"
"Kolte-Patil Develope..","INE094I01018","240.00","0.57020","18.20667","9.77000","29.91146207226609236659487916","-16.97881529363611985378177353","-2.110947471772214040255277369","3.30560","0.00000","103.00000","78.40000","Notes"
"Hindustan Petroleum ..","INE094A01015","289.22","1.27130","16.23000","19.59333","34.21227536440074698801930133","22.50098987719369996550811826","108.0033851175723871123738137","3.48960","0.00000","150.00000","141.14000","Notes"
"Oberoi Realty Ltd.","INE093I01010","502.67","0.13250","11.59667","8.56000","6.405862645493155335763290564","76.93720019746506009324945351","115.5089023138889467008997861","11.88450","0.00000","290.00000","212.00000","Notes"
"IDFC First Bank Ltd.","INE092T01019","31.40","3.72624","6.75931","-7.72333","-0","75.78898429614826335994514024","-","1.19257","0.00000","17.65000","17.65000","Notes"
"Tata Chemicals Ltd.","INE092A01019","324.25","0.43210","7.67667","28.53000","7.249010641146612103929096409","2.288968899670634711361903894","795.7257335364569786596316526","4.66150","0.00000","197.00000","197.00000","Notes"
"ICICI Bank Ltd.","INE090A01021","508.28","1.78482","6.20251","6.32000","2.873676348752810096259536654","25.90336584159207086219777830","-13.26526737117058457583867348","1.75232","-","256.50000","164.32000","Notes"
"Sterlite Technologie..","INE089C01029","170.50","1.14620","29.47333","27.92333","34.94349636637557070217458370","62.00866136077658747381140465","11955.86592178770949720670391","3.67960","0.00000","58.65000","58.65000","Notes"
"Dr. Reddy's Laborato..","INE089A01023","5020.25","0.11430","11.84667","11.47000","17.58771511387791491462082782","25.63971128136213130879317272","-15.68652627974661872966957713","19.61240","0.00000","1872.95000","1872.95000","Notes"
"Bank of India","INE084A01016","54.00","1.02714","5.85993","-12.96000","-0","11.86850292350849317122604199","-267.5554017571154022146975382","1.42645","0.00000","30.40000","30.40000","Notes"
"Tata Steel Ltd.","INE081A01012","396.33","1.58880","10.08667","13.47667","54.70602026727798473441529685","6.459194440018877963584768970","124.8891417014283908481860700","1.44230","3.37000","250.85000","211.15000","Notes"
"Ambuja Cements Ltd.","INE079A01024","245.50","0.00140","11.73000","8.58667","68.11194943368874042947910515","15.68234905751045701654318821","85.88438691969781568909728155","23.69580","0.00000","136.55000","136.55000","Notes"
"Wipro Ltd.","INE075A01022","347.46","0.10630","20.54667","16.73667","5.076339442925410298761431191","11.96932452950602954635509627","12.10580674776222171218728483","17.71530","0.00000","159.40000","153.04000","Notes"
"Shree Cements Ltd.","INE070A01015","20435.00","0.17830","13.77000","12.53667","19.95185734187272827565486104","28.57168012600089022368092818","262.2003284072249589490968801","7.63710","0.00000","13100.00000","9399.95000","Notes"
"Eicher Motors Ltd.","INE066A01021","2435.00","0.01440","31.57333","23.62000","209.6188207515924741812498480","4.886609713728196463841229803","155.8967708838031179639182603","124.04970","0.00000","1245.01000","1245.01000","Notes"
"State Bank of India","INE062A01020","288.06","1.46460","6.14685","2.52333","0","20.05794727977258584860240251","3.764627271281953649992450349","1.46613","0.00000","149.45000","148.25000","Notes"
"Navneet Education Ltd.","INE060A01024","104.50","0.27290","30.88667","19.70333","34.10074211740032992467998585","24.87548828125","51.36171845032604526275412351","16.87330","0.00000","45.00000","45.00000","Notes"
"La Opala RG Ltd.","INE059D01020","233.00","0.00890","19.37667","14.67333","21.03602419142782014199316329","5.185800455150304894938644961","101.9051648810038653887299707","183.15630","0.00000","130.50000","130.50000","Notes"
"Cipla Ltd.","INE059A01026","770.13","0.17860","11.07667","9.96333","16.23339729291866743288301889","12.65251370431679532996075641","23.34199741672114939962685972","12.03650","0.00000","355.30000","355.30000","Notes"
"Sanofi India Ltd.","INE058A01010","9065.00","0.00000","25.16667","16.72667","112.5456904994053655222324791","23.03953967575133159674973757","57.12605743332953985053677782","2198.33330","0.00000","4276.00000","3850.00000","Notes"
"VIP Industries Ltd.","INE054A01027","331.75","0.05270","33.87333","23.06667","121.9912013846001357152115404","21.98322644301924025653675382","139.8154110324103884953852758","9.56130","0.00000","187.65000","84.50000","Notes"
"Indian Hotels Compan..","INE053A01029","139.14","0.52600","6.80667","5.71000","84.54514710855596888738586405","10.33015787654131294894941036","201.0631554684798893626829549","2.03940","0.00000","62.10000","62.10000","Notes"
"Navin Fluorine Inter..","INE048G01026","2172.17","0.00090","21.15000","20.36667","19.93182979222323649367290025","8.670771921912145605612822594","589.1941363637144147439166577","129.62140","2.98000","570.00000","253.21000","Notes"
"Grasim Industries Ltd.","INE047A01021","682.00","1.24860","6.23000","5.21333","6.859823497988637388357931621","37.42630043299096702714857910","151.9232274463115311255113433","4.19290","0.00000","385.05000","385.05000","Notes"
"Sun Pharmaceutical I..","INE044A01036","568.15","0.16740","11.17000","6.80333","27.50743515784377569907599469","22.81907809042976704593403610","-23.71301389706297681757804457","18.40900","9.09000","312.00000","312.00000","Notes"
"IDFC Ltd.","INE043D01016","42.00","0.00000","1.37000","-4.11000","-402.1550403431723010928403636","-44.36237204166293610290387083","-99.52453610839662374919279718","35.24030","-","13.25000","13.25000","Notes"
"Escorts Ltd.","INE042A01014","1239.90","0.00610","23.37333","16.23667","6.404860725663034384751000151","15.27964782053833815316528316","522.0234179713195632153663992","37.88620","0.00000","423.55000","112.80000","Notes"
"HDFC Bank Ltd.","INE040A01034","1377.17","1.05940","7.56736","15.62000","10.16250764347606134943264244","45.11724074932499656878094904","155.1041292486116231025646576","1.83516","0.00000","738.75000","464.00000","Notes"
"Suven Pharmaceutical..","INE03QK01018","431.00","0.21930","21.56333","18.67667","0","-","-","16.44690","0.00000","87.60000","87.60000","Notes"
"Jamna Auto Industrie..","INE039C01032","51.50","0.26480","34.06000","21.93000","51.11196928738556597987324232","-34.39719553531715062777658075","62.94369082704310479781651364","5.07450","4.80000","21.00000","21.00000","Notes"
"TV Today Network Ltd.","INE038F01029","240.00","0.00000","25.64000","16.19333","60.34505053590099470810852749","20.77302648563693298397707950","71.97616820469281023167881374","78.05300","0.00000","127.55000","127.55000","Notes"
"Hindalco Industries ..","INE038A01020","198.67","1.15060","8.96000","9.03000","8.125739165250202589451460897","2.616475030779352908230704676","4387.775790101371496720333930","2.47810","0.00000","84.90000","58.80000","Notes"
"Karur Vysya Bank Ltd.","INE036D01028","33.00","0.17941","7.86440","4.11667","8.936883261962390616272574939","8.258348590601199741741415031","-49.37917389463273173394077684","1.48348","14.72000","18.75000","18.75000","Notes"
"Ajanta Pharma Ltd.","INE031B01049","1829.00","0.01670","25.63667","19.39000","20.95924600370056447441337166","24.65859194760735283173327380","50.94887683965917893106119287","57.07800","16.06000","825.00000","825.00000","Notes"
"Housing and Urban De..","INE031A01017","38.00","4.97770","8.08000","11.58667","28.51957291758133702370317583","78.82356275418384843203106180","119.4784172661870503597122302","1.44850","0.00000","18.00000","18.00000","Notes"
"Hindustan Unilever L..","INE030A01027","2419.75","0.00000","86.19667","76.85333","105.9179182634008125196012733","12.48573575663113362464861254","54.40485794798777742480305153","80.43220","0.00000","1241.20000","766.40000","Notes"
"Bharat Petroleum Cor..","INE029A01011","446.00","1.68740","14.02667","17.69333","65.39693452329963825363289182","20.59680133195543485357190828","-55.42885590543898969108679440","2.35040","0.00000","238.55000","162.48000","Notes"
"Bank of Baroda","INE028A01039","60.57","1.25818","6.05892","-0.21333","0","68.52607199770574008911286366","-75.41715985795256043833844802","1.40907","0.00000","36.00000","36.00000","Notes"
"Indian Energy Exchan..","INE022Q01020","244.50","0.00000","36.89333","29.95333","21.77184499839759220811793721","-","-","145.11040","-","112.05000","112.05000","Notes"
"Asian Paints Ltd.","INE021A01026","2160.09","0.03350","31.49333","24.56667","44.92502501640251728588000604","20.35996120895244811286716413","90.80731155374020023400334891","36.01660","11.86000","1090.10000","792.50000","Notes"
"Himadri Speciality C..","INE019C01026","50.00","0.19430","21.86333","16.40000","3.239898267194410095523000578","-10.81618894494322758818183477","1740.956163201380787240503092","4.53540","0.00000","27.20000","12.45000","Notes"
"JSW Steel Ltd.","INE019A01038","297.00","1.44800","16.11667","18.38333","17.90825688073394495412844037","4.943743607228094101602454824","133.1220561725882421352561493","1.91620","26.28000","132.50000","87.01000","Notes"
"MindTree Ltd.","INE018I01017","1492.73","0.00000","26.78667","21.19000","55.92623761164621261427917558","38.68565363523792676454979657","17.63938094350177139660637703","16.66720","0.00000","490.00000","399.00000","Notes"
"SBI Cards and Paymen..","INE018E01016","911.00","3.25110","18.96667","24.30667","8.407543921009443353332077807","81.60037667182104475966594863","366.7612026467524667302680983","2.32950","0.00000","495.00000","495.00000","Notes"
"Larsen & Toubro Ltd.","INE018A01030","1312.25","2.11330","10.02667","13.96333","32.14664585469001703772230299","22.06369220775821071010334927","119.3559371503624069659969840","5.80240","-","661.00000","661.00000","Notes"
"Dabur India Ltd.","INE016A01026","544.91","0.07070","29.16667","23.73667","36.69069858503054720801395303","11.99571946286484540359261146","35.51433357979166471683809559","37.89240","0.00000","311.95000","231.50000","Notes"
"ACC Ltd.","INE012A01025","1744.83","0.00000","14.98667","12.08000","25.92369520795556234235152852","19.09938802697780451603139707","18.49791860394378927059886849","24.62930","0.00000","895.15000","895.15000","Notes"
"L&T Technology Servi..","INE010V01017","1721.75","0.01090","37.05000","28.85667","29.69297044375861538002548222","47.90508818677832762339804593","164.3446509101311758901221115","31.14240","0.00000","890.00000","712.25000","Notes"
"Cadila Healthcare Ltd.","INE010B01027","429.50","0.67860","16.83333","16.47667","23.41411985152772114719821625","19.54468676413076942278729583","-0.8852541944186830789983981115","6.43880","0.00000","202.00000","202.00000","Notes"
"Affle (India) Ltd.","INE00WC01019","3532.00","0.27830","34.77000","32.00333","0","-","-","56.71370","0.00000","750.00000","750.00000","Notes"
"Dalmia Bharat Ltd.","INE00R701025","914.50","0.44980","5.51667","4.32000","7.764951802944159125604307374","11.71222046532640614411565394","-","1.86020","0.00000","402.70000","402.70000","Notes"
"Infosys Ltd.","INE009A01021","1191.43","0.00000","31.19333","24.58000","55.81205847429366351747126725","26.96737434714779895543647833","34.47829952315525741533985291","130.45290","0.00000","471.62000","430.00000","Notes"
"Crisil Ltd.","INE007A01025","2023.00","0.00220","41.73333","30.10667","63.99578536143890601062866776","7.169327251995438996579247434","28.13404053737095696961261833","2138.34780","0.00000","1052.70000","1052.70000","Notes"
"Astral Poly Technik ..","INE006I01046","1233.00","0.08450","21.60333","16.34667","4.882375438396627906030547396","22.24532087154777915887195416","221.3324037889593153777766407","8.80960","0.00000","569.60000","266.44000","Notes"
"Siemens Ltd.","INE003A01024","1381.00","0.00000","16.07667","12.59000","27.36507016892653280065269602","25.16632944274114455861953189","-","142.82900","0.00000","850.25000","850.25000","Notes"
"Mahanagar Gas Ltd.","INE002S01010","1100.31","0.00000","31.61333","24.14667","43.22735087232008108507881446","34.06809378982974369791847653","163.6236424463706100644183906","151.73360","0.00000","663.90000","492.65000","Notes"
"Reliance Industries ..","INE002A01018","1960.30","0.64280","10.83000","10.39667","9.985460401543014790233513064","52.05663975937812791004566437","68.24450084602368866328257191","3.63050","0.00000","862.65000","444.05000","Notes"
"Housing Development ..","INE001A01036","2204.38","3.36310","10.47000","14.83000","26.54188609802360900768419200","27.53246069887596530175545856","145.7281913761056090416808135","1.63670","-","1473.45000","1011.45000","Notes"


