stock_name, isin, bat, der, roce3, roe3, dpr2, sales2, profit5, icr, pledge, low_3y, low_5y, reco_type, reco_cause, 
 dpr2 sales2 profit5,  dpr2 sales2 profit5, 395,  dpr2 sales2 profit5,  dpr2 sales2 profit5,  dpr2 sales2 profit5,  dpr2 sales2 profit5,  dpr2 sales2 profit5,  dpr2 sales2 profit5,  dpr2 sales2 profit5,  dpr2 sales2 profit5,  dpr2 sales2 profit5,  dpr2 sales2 profit5,  dpr2 sales2 profit5,  dpr2 sales2 profit5, 
 roce3,  roce3, 19658,  roce3,  roce3,  roce3,  roce3,  roce3,  roce3,  roce3,  roce3,  roce3,  roce3,  roce3,  roce3, 
 der,  der, 776,  der,  der,  der,  der,  der,  der,  der,  der,  der,  der,  der,  der, 
 roce3 sales2 profit5,  roce3 sales2 profit5, 1513,  roce3 sales2 profit5,  roce3 sales2 profit5,  roce3 sales2 profit5,  roce3 sales2 profit5,  roce3 sales2 profit5,  roce3 sales2 profit5,  roce3 sales2 profit5,  roce3 sales2 profit5,  roce3 sales2 profit5,  roce3 sales2 profit5,  roce3 sales2 profit5,  roce3 sales2 profit5, 
ALL, ALL, 1390, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, 
 der,  der, 447,  der,  der,  der,  der,  der,  der,  der,  der,  der,  der,  der,  der, 
ALL, ALL, 1152, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, 
 sales2 profit5,  sales2 profit5, 310,  sales2 profit5,  sales2 profit5,  sales2 profit5,  sales2 profit5,  sales2 profit5,  sales2 profit5,  sales2 profit5,  sales2 profit5,  sales2 profit5,  sales2 profit5,  sales2 profit5,  sales2 profit5, 
ALL, ALL, 288, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, 
 der profit5,  der profit5, 13,  der profit5,  der profit5,  der profit5,  der profit5,  der profit5,  der profit5,  der profit5,  der profit5,  der profit5,  der profit5,  der profit5,  der profit5, 
 der roce3 dpr2,  der roce3 dpr2, 4074,  der roce3 dpr2,  der roce3 dpr2,  der roce3 dpr2,  der roce3 dpr2,  der roce3 dpr2,  der roce3 dpr2,  der roce3 dpr2,  der roce3 dpr2,  der roce3 dpr2,  der roce3 dpr2,  der roce3 dpr2,  der roce3 dpr2, 
 der,  der, 1038,  der,  der,  der,  der,  der,  der,  der,  der,  der,  der,  der,  der, 
 der sales2 profit5 pledge,  der sales2 profit5 pledge, 562,  der sales2 profit5 pledge,  der sales2 profit5 pledge,  der sales2 profit5 pledge,  der sales2 profit5 pledge,  der sales2 profit5 pledge,  der sales2 profit5 pledge,  der sales2 profit5 pledge,  der sales2 profit5 pledge,  der sales2 profit5 pledge,  der sales2 profit5 pledge,  der sales2 profit5 pledge,  der sales2 profit5 pledge, 
ALL, ALL, 108, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, 
 der,  der, 95,  der,  der,  der,  der,  der,  der,  der,  der,  der,  der,  der,  der, 
 profit5,  profit5, 510,  profit5,  profit5,  profit5,  profit5,  profit5,  profit5,  profit5,  profit5,  profit5,  profit5,  profit5,  profit5, 
 sales2,  sales2, 496,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2, 
ALL, ALL, 529, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, 
ALL, ALL, 166, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, 
ALL, ALL, 1205, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, 
 roce3 profit5,  roce3 profit5, 960,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5, 
 dpr2,  dpr2, 345,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2, 
 profit5,  profit5, 172,  profit5,  profit5,  profit5,  profit5,  profit5,  profit5,  profit5,  profit5,  profit5,  profit5,  profit5,  profit5, 
 dpr2,  dpr2, 421,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2, 
 dpr2 profit5,  dpr2 profit5, 595,  dpr2 profit5,  dpr2 profit5,  dpr2 profit5,  dpr2 profit5,  dpr2 profit5,  dpr2 profit5,  dpr2 profit5,  dpr2 profit5,  dpr2 profit5,  dpr2 profit5,  dpr2 profit5,  dpr2 profit5, 
ALL, ALL, 898, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, 
, , 388, , , , , , , , , , , , , 
 dpr2,  dpr2, 600,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2, 
 der roce3 dpr2 sales2 profit5,  der roce3 dpr2 sales2 profit5, 117,  der roce3 dpr2 sales2 profit5,  der roce3 dpr2 sales2 profit5,  der roce3 dpr2 sales2 profit5,  der roce3 dpr2 sales2 profit5,  der roce3 dpr2 sales2 profit5,  der roce3 dpr2 sales2 profit5,  der roce3 dpr2 sales2 profit5,  der roce3 dpr2 sales2 profit5,  der roce3 dpr2 sales2 profit5,  der roce3 dpr2 sales2 profit5,  der roce3 dpr2 sales2 profit5,  der roce3 dpr2 sales2 profit5, 
 der profit5,  der profit5, 32,  der profit5,  der profit5,  der profit5,  der profit5,  der profit5,  der profit5,  der profit5,  der profit5,  der profit5,  der profit5,  der profit5,  der profit5, 
 der dpr2,  der dpr2, 373,  der dpr2,  der dpr2,  der dpr2,  der dpr2,  der dpr2,  der dpr2,  der dpr2,  der dpr2,  der dpr2,  der dpr2,  der dpr2,  der dpr2, 
ALL, ALL, 850, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, 
 dpr2,  dpr2, 653,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2, 
ALL, ALL, 2146, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, 
 dpr2,  dpr2, 2290,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2, 
ALL, ALL, 654, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, 
ALL, ALL, 899, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, 
ALL, ALL, 416, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, 
 sales2,  sales2, 425,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2, 
 roce3 pledge,  roce3 pledge, 50,  roce3 pledge,  roce3 pledge,  roce3 pledge,  roce3 pledge,  roce3 pledge,  roce3 pledge,  roce3 pledge,  roce3 pledge,  roce3 pledge,  roce3 pledge,  roce3 pledge,  roce3 pledge, 
 dpr2,  dpr2, 820,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2, 
ALL, ALL, 1055, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, 
 der roce3 pledge,  der roce3 pledge, 2047,  der roce3 pledge,  der roce3 pledge,  der roce3 pledge,  der roce3 pledge,  der roce3 pledge,  der roce3 pledge,  der roce3 pledge,  der roce3 pledge,  der roce3 pledge,  der roce3 pledge,  der roce3 pledge,  der roce3 pledge, 
 der pledge,  der pledge, 4,  der pledge,  der pledge,  der pledge,  der pledge,  der pledge,  der pledge,  der pledge,  der pledge,  der pledge,  der pledge,  der pledge,  der pledge, 
, , 545, , , , , , , , , , , , , 
 roce3 profit5,  roce3 profit5, 6382,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5, 
 der,  der, 364,  der,  der,  der,  der,  der,  der,  der,  der,  der,  der,  der,  der, 
ALL, ALL, 240, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, 
ALL, ALL, 1192, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, 
 dpr2,  dpr2, 249,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2, 
 der dpr2,  der dpr2, 234,  der dpr2,  der dpr2,  der dpr2,  der dpr2,  der dpr2,  der dpr2,  der dpr2,  der dpr2,  der dpr2,  der dpr2,  der dpr2,  der dpr2, 
 dpr2,  dpr2, 4367,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2, 
 dpr2,  dpr2, 1832,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2, 
 dpr2,  dpr2, 1832,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2, 
 dpr2,  dpr2, 1832,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2, 
 dpr2,  dpr2, 1832,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2, 
 dpr2,  dpr2, 1832,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2, 
 dpr2,  dpr2, 1832,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2, 
 dpr2,  dpr2, 1832,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2, 
 dpr2,  dpr2, 1832,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2, 
 dpr2,  dpr2, 1832,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2, 
 dpr2,  dpr2, 1832,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2, 
 der,  der, 555,  der,  der,  der,  der,  der,  der,  der,  der,  der,  der,  der,  der, 
ALL, ALL, 1381, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, 
 der roce3 profit5,  der roce3 profit5, 713,  der roce3 profit5,  der roce3 profit5,  der roce3 profit5,  der roce3 profit5,  der roce3 profit5,  der roce3 profit5,  der roce3 profit5,  der roce3 profit5,  der roce3 profit5,  der roce3 profit5,  der roce3 profit5,  der roce3 profit5, 
 sales2,  sales2, 128,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2, 
 roce3 profit5,  roce3 profit5, 193,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5, 
ALL, ALL, 392, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, 
 dpr2,  dpr2, 1945,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2,  dpr2, 
ALL, ALL, 540, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, 
 profit5,  profit5, 205,  profit5,  profit5,  profit5,  profit5,  profit5,  profit5,  profit5,  profit5,  profit5,  profit5,  profit5,  profit5, 
ALL, ALL, 4000, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, 
ALL, ALL, 700, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, 
 sales2 profit5,  sales2 profit5, 237,  sales2 profit5,  sales2 profit5,  sales2 profit5,  sales2 profit5,  sales2 profit5,  sales2 profit5,  sales2 profit5,  sales2 profit5,  sales2 profit5,  sales2 profit5,  sales2 profit5,  sales2 profit5, 
 sales2,  sales2, 6282,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2,  sales2, 
 roce3 profit5,  roce3 profit5, 2185,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5,  roce3 profit5, 
 roce3 dpr2,  roce3 dpr2, 230,  roce3 dpr2,  roce3 dpr2,  roce3 dpr2,  roce3 dpr2,  roce3 dpr2,  roce3 dpr2,  roce3 dpr2,  roce3 dpr2,  roce3 dpr2,  roce3 dpr2,  roce3 dpr2,  roce3 dpr2, 
ALL, ALL, 297, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, 
ALL, ALL, 141, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, ALL, 
, , 1525, , , , , , , , , , , , , 
