comp_industry,comp_name,comp_ticker,comp_selected,comp_desc
Sugar,Shree Renuka Sugars,RENUKA,0,"Shree Renuka Sugar (Branded Commodity : Madhur pure & hygeinic Sugar) ... Net profit is in negative... Net Sales is high may be due to discounts. Largest player in India and Brazil. Production full year due to complementary seasons in India and Brazil. Acquired by Wilmar International that has JV with Adani in other things like Oil (Fortune brand). Kanakashree Agro is India's largest sugar refiner and ethanol producer based in Mumbai, Maharashtra, with refining capacity of 4000 tonnes/day and distillery capacity of 600 kilolitre/day. Dumped due to high debt/equity."
Sugar,Bajaj Hindustan,,0,"Bajaj Hindustan (Bajaj group company, splited from bajaj holdings and investments that owns just bajaj auto and bajaj finance services) Sishir Bajaj group. Bajaj Hindusthan has 14 sugar mills with cane crushing capacity of 1.36 lakh tonnes per day and alcohol distillation capacity of 800 kilo litres per day."
Telecommunications - Equipment,Honeywell Automation ,HONAUT,1,"Honeywell Automation (MNC, Honeywell Aerospace is a world leader in aviation. Supplies all components of aircraft. Its competitor is UTC-United Technologies corporation in aviation space. Both are US based companies. It is also into building automation, plant automation, hotel automation etc. It also has speciality paint for aircraft and textile for miliary. High Share Price : 12 K."
Telecommunications - Equipment,Bharti Infratel ,INFRATEL,1,"Bharti Infratel (Telecom tower company with 40K towers, It also has 45% stake in Indus tower - combined entity of Bharti, Vodafone and Idea. also - 1.2 Lac towers). Bharti Infratel is 10% owned by KKR - Kohlberg Kravis & Roberts group. Key metric is number of towers and tower tenancy ... tower tenancy of 2 to 3 is good. As number of players have come down to just 3 ... it will be difficult to have more than tenacy ratio of 2."
Telecommunications - Service,Bharti Airtel,BHARTIARTL,1,Bharti Airtel
Telecommunications - Service,Idea,IDEA,1,Vodafone Idea (part owner Vodafone is one of worlds largest Telecomm company).
Textiles - Denim,Arvind Fashions,ARVINDFASN,1,"Arvind Fashions Limited (company of Lal Bhai group. Own Brands: Flying Machine, Newport, Quads, Ruf & Tuf, Excalibur) Licensed Brands : Arrow, Gap Inc., Lee, Wrangler, Twills, Gant U.S.A., Tommy Hilfiger, EdHardy, Izod, Cherokee, Mossimo, U.S. Polo Assn., Billabong, Nautica, Aeropostale."
Textiles - Readymade Apparels,Page Industries ,PAGEIND,1,"Page Industries (Jockey, Speedo) : High Share Price : 15K"
Textiles - Woollen & Worsted,Raymond ,,0,"Raymond (Brands : Raymond, ColorPlus, Park Avenue, Parx, KamaSutra)"
Trading,Adani Enterprises ,ADANIENT,1,Adani Enterprises (Check AR and segmented results). Ruchi soya went into trouble after trading on some commodity. What is Adani Enterprises into?
Transport & Logistics,Aegis logistics,AEGISCHEM,1,"Aegis logistics (auto gas) : Liquid transportation : Oil, Gas, Chemicals etc"
Transport & Logistics,Allcargo Logistics,ALLCARGO,1,"Allcargo Logistics (Ship, Ton load, Vessel etc)"
Transport & Logistics,Container Corporation,CONCOR,1,Container Corporation - CPSE NAVARATNA (Railway Cargo on Indian Railways) : 68 ICD (Inland Container Depot) / CFS (Container freight station)
Transport & Logistics,Future Supply Chain,FSC,1,Future Supply Chain (FSC) : retail transportation
Transport & Logistics,Interglobe Aviation,INDIGO,1,Interglobe Aviation (Operator of Indigo)
Transport & Logistics,Mahindra Logistics,MAHLOG,1,Mahindra Logistics : auto transportation & 3PL (third party logistics)
Transport & Logistics,VRL Logistics,VRLLOG,1,VRL Logistics (India's largest fleet owner for transportation. Vijay Anand Road Lines from a humble beginning as a truck driver.) : Mainly cargo on road.
Transport & Logistics,none,,0,"Shipping, Courier, Transport & Logistics is a same business."
Tyres,Apollo Tyres,APOLLOTYRE,1,"Apollo Tyres (Go the Distance, Second biggest versatile player) - In Worlds' top 20 players."
Tyres,Balkrishna Industries,BALKRISIND,1,Balkrishna Industries focuses on off the road (BKT Tyres : leader in off-the-road tyres)
Tyres,CEAT ,CEATLTD,1,CEAT (flagship company of RPG : R P Goenka : Group company)
Tyres,Goodyear ,GOODYEAR,1,Goodyear (USA)
Tyres,JK Tyre ,JKTYRE,1,J K Tyre (Lala Jugilal Singhania and Lala Kamalpat Singhania). The same group has other companies like J K Paper and J K Lakshmi Cement etc.
Tyres,MRF,MRF,1,"MRF (Tyres - Leader in India, FunSkool - toys, preschool stuff, tie-up with all tops brands like HASBRO, LEGO, Disney etc, In toys space - Piaramal Enterprises's Little is a listed competitor, Mahindra's FirstCry is another competitor) High Share price : 60K. In worlds top 20 players."
Tyres,TVS Srichakra,TVSSRICHAK,1,Cycle and two-wheeler tyres
Tyres,Unlisted players,,0,"India's MRF and Apollo figures in top 15 tyre manufacture worldwide. JK tyre also figures in top 25 world wide. Worlds biggest tyre manufacture are : Bridgestone (Japan), Michelin (France), Goodyear (USA), Continental AG (Germany), Sumitomo rubber (Japan), Pirelli (Italy), Hancock (South Korea), zc rubber (china), yokohama (Japan), Toyo Tires (Japan), Cooper Tires (US)."
Vanaspati & Oils,Zydus Wellness,ZYDUSWELL,1,"Zydus Wellness is a subsidiary of Cadilla Healthcare. Acquired Heinz India portfolio. Brands: Nutralite, SugarFree, Everyuth, Complan Glucon-D, Nycil, ."
